"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","142","Check A/B Testing page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.ABTestingTests","tests.seleniumV2.ABTestingTests","openABTestingTest"
"","213","fileInput()","","Mon Mar 02 17:21:03 UTC 2026","broken","Mon Mar 02 17:21:03 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","fileInput"
"","208","openHomePageTest()","","Mon Mar 02 17:21:02 UTC 2026","broken","Mon Mar 02 17:21:03 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openHomePageTest"
"","380","Add superhero with not null phone and check status code and data","","Mon Mar 02 17:20:53 UTC 2026","passed","Mon Mar 02 17:20:53 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","postSuperheroWithPhoneTest"
"","998","Должен корректно обрабатывать операции со списком выбора","","Mon Mar 02 17:21:22 UTC 2026","passed","Mon Mar 02 17:21:23 UTC 2026","","WebFormTests","tests.seleniumV1.SeleniumActionTests","shouldHandleSelectOperationsCorrectly"
"","207","infiniteScroll()","","Mon Mar 02 17:21:10 UTC 2026","broken","Mon Mar 02 17:21:10 UTC 2026","","tests.seleniumV1.Chapter4InfiniteScroll","tests.seleniumV1.Chapter4InfiniteScroll","infiniteScroll"
"","33","Check Dropdown menu page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.DropdownMenuTests","tests.seleniumV2.DropdownMenuTests","openDropdownMenuTest"
"","207","Title2LongPage","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV1.Chapter4LongPage","tests.seleniumV1.Chapter4LongPage","titleTest2"
"","204","This is a long page","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV1.Chapter4LongPage","tests.seleniumV1.Chapter4LongPage","thisIsLongPage"
"","384","Add superhero with not null phone and check status code, data and get check","","Mon Mar 02 17:20:52 UTC 2026","passed","Mon Mar 02 17:20:52 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","postSuperheroWithPhoneWithGetCheckE2ETest"
"","6","Check Cookies page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.CookiesTests","tests.seleniumV2.CookiesTests","openCookiesTest"
"","0","LocatorsTests","","Mon Mar 02 17:21:16 UTC 2026","broken","Mon Mar 02 17:21:16 UTC 2026","","tests.seleniumV1.LocatorsTests","tests.seleniumV1.LocatorsTests",""
"","208","dataPickerHandle()","","Mon Mar 02 17:21:04 UTC 2026","broken","Mon Mar 02 17:21:04 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","dataPickerHandle"
"","205","TitleShadowDOM","","Mon Mar 02 17:21:13 UTC 2026","broken","Mon Mar 02 17:21:13 UTC 2026","","tests.seleniumV1.Chapter4ShadowDom","tests.seleniumV1.Chapter4ShadowDom","titleTest"
"","209","testDrawInCanvasLink()","","Mon Mar 02 17:21:01 UTC 2026","broken","Mon Mar 02 17:21:01 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testDrawInCanvasLink"
"","213","dataPickerClickOptions()","","Mon Mar 02 17:21:03 UTC 2026","broken","Mon Mar 02 17:21:04 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","dataPickerClickOptions"
"","205","textArea()","","Mon Mar 02 17:21:04 UTC 2026","broken","Mon Mar 02 17:21:04 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","textArea"
"","203","Dialog boxes","","Mon Mar 02 17:21:09 UTC 2026","broken","Mon Mar 02 17:21:09 UTC 2026","","tests.seleniumV1.Chapter4DialogBoxes","tests.seleniumV1.Chapter4DialogBoxes","dialogBoxes"
"","7","Check Navigation page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.NavigationTests","tests.seleniumV2.NavigationTests","openNavigationTest"
"","204","Open Infinite Scroll","","Mon Mar 02 17:21:07 UTC 2026","broken","Mon Mar 02 17:21:07 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openInfiniteScroll"
"","208","Open Cookies","","Mon Mar 02 17:21:07 UTC 2026","broken","Mon Mar 02 17:21:07 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openCookies"
"","7","Check Random calculator page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.RandomCalculatorTests","tests.seleniumV2.RandomCalculatorTests","openRandomCalculatorTest"
"","205","Cookies","","Mon Mar 02 17:21:08 UTC 2026","broken","Mon Mar 02 17:21:08 UTC 2026","","tests.seleniumV1.Chapter4Cookies","tests.seleniumV1.Chapter4Cookies","cookies"
"","204","FirstApart - P","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV1.Chapter4InfiniteScroll","tests.seleniumV1.Chapter4InfiniteScroll","firstApart"
"","228","TitleFrame","","Mon Mar 02 17:21:09 UTC 2026","broken","Mon Mar 02 17:21:09 UTC 2026","","tests.seleniumV1.Chapter4Frame","tests.seleniumV1.Chapter4Frame","titleTest"
"","212","Title2DialogBoxes","","Mon Mar 02 17:21:08 UTC 2026","broken","Mon Mar 02 17:21:08 UTC 2026","","tests.seleniumV1.Chapter4DialogBoxes","tests.seleniumV1.Chapter4DialogBoxes","titleTest2"
"","223","Drag and drop","","Mon Mar 02 17:21:03 UTC 2026","broken","Mon Mar 02 17:21:03 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openDragAndDropPage"
"","202","Open Web Storage","","Mon Mar 02 17:21:05 UTC 2026","broken","Mon Mar 02 17:21:06 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openWebStorage"
"","471","Add superhero with null phone and check status code","","Mon Mar 02 17:20:51 UTC 2026","passed","Mon Mar 02 17:20:52 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","postSuperheroTest"
"","210","Title2InfiniteScrollPage","","Mon Mar 02 17:21:10 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV1.Chapter4InfiniteScroll","tests.seleniumV1.Chapter4InfiniteScroll","titleTest2"
"","7","Check Loading images page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.LoadingImagesTests","tests.seleniumV2.LoadingImagesTests","openLoadingImagesTest"
"","8","Check Infinite scroll page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.InfiniteScrollTests","tests.seleniumV2.InfiniteScrollTests","openInfiniteScrollTest"
"","22","Check HomePage page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.HomePageTests","tests.seleniumV2.HomePageTests","openHomePageTest"
"","5287","Должен успешно отправить веб-форму","","Mon Mar 02 17:21:17 UTC 2026","broken","Mon Mar 02 17:21:22 UTC 2026","","WebFormTests","tests.seleniumV1.SeleniumActionTests","shouldSubmitWebFormSuccessfully"
"","204","Open A/B Testing page","","Mon Mar 02 17:21:15 UTC 2026","broken","Mon Mar 02 17:21:15 UTC 2026","","Chapter 9: Third-Party Integrations","tests.seleniumV1.Chapter9ThirdPartyIntegrationsTests","openABTestingPage"
"","6","Check Login form page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.LoginFormTests","tests.seleniumV2.LoginFormTests","openLoginFormTest"
"","0","PlaywrightTestsV1","","Mon Mar 02 17:20:56 UTC 2026","broken","Mon Mar 02 17:20:56 UTC 2026","","tests.playwrightV1.PlaywrightTestsV1","tests.playwrightV1.PlaywrightTestsV1",""
"","9","Check IFrames page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.IFrameTests","tests.seleniumV2.IFrameTests","openIFramesTest"
"","204","Open Multilanguage page","","Mon Mar 02 17:21:14 UTC 2026","broken","Mon Mar 02 17:21:14 UTC 2026","","Chapter 5: Browser-Specific Manipulation","tests.seleniumV1.Chapter5BrowserSpecificManipulationTests","openMultilanguagePage"
"","722","Должен успешно загрузить файл","","Mon Mar 02 17:21:25 UTC 2026","broken","Mon Mar 02 17:21:26 UTC 2026","","WebFormTests","tests.seleniumV1.SeleniumActionTests","shouldUploadFileSuccessfully"
"","202","Title2ShadowDOM","","Mon Mar 02 17:21:13 UTC 2026","broken","Mon Mar 02 17:21:13 UTC 2026","","tests.seleniumV1.Chapter4ShadowDom","tests.seleniumV1.Chapter4ShadowDom","titleTest2"
"","360","Try to add superhero using invalid path","","Mon Mar 02 17:20:52 UTC 2026","passed","Mon Mar 02 17:20:53 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","postSuperheroWithNotValidPathTest"
"","207","rangeInput()","","Mon Mar 02 17:21:03 UTC 2026","broken","Mon Mar 02 17:21:03 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","rangeInput"
"","206","Navigation","","Mon Mar 02 17:21:01 UTC 2026","broken","Mon Mar 02 17:21:02 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openClickNavifation"
"","203","readonlyInput()","","Mon Mar 02 17:21:04 UTC 2026","broken","Mon Mar 02 17:21:05 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","readonlyInput"
"","207","password()","","Mon Mar 02 17:21:05 UTC 2026","broken","Mon Mar 02 17:21:05 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","password"
"","12","Check Data Types page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.DataTypesTests","tests.seleniumV2.DataTypesTests","openDataTypesTest"
"","203","Open IFrames","","Mon Mar 02 17:21:06 UTC 2026","broken","Mon Mar 02 17:21:07 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openIFrames"
"","209","TitleCookies","","Mon Mar 02 17:21:07 UTC 2026","broken","Mon Mar 02 17:21:07 UTC 2026","","tests.seleniumV1.Chapter4Cookies","tests.seleniumV1.Chapter4Cookies","titleTest"
"","206","Open Dialog Boxes","","Mon Mar 02 17:21:06 UTC 2026","broken","Mon Mar 02 17:21:06 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openDialogBoxes"
"","206","Open Notifications page","","Mon Mar 02 17:21:14 UTC 2026","broken","Mon Mar 02 17:21:14 UTC 2026","","Chapter 5: Browser-Specific Manipulation","tests.seleniumV1.Chapter5BrowserSpecificManipulationTests","openNotificationsPage"
"","14","Check Geolocation page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.GeolocationTests","tests.seleniumV2.GeolocationTests","openGeolocationTest"
"","212","Draw in canvas","","Mon Mar 02 17:21:02 UTC 2026","broken","Mon Mar 02 17:21:02 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openDrawInCanvasPage"
"","13","Check Download Files page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.DownloadFilesTests","tests.seleniumV2.DownloadFilesTests","openDownloadFilesTest"
"","207","Open Shadow DOM","","Mon Mar 02 17:21:05 UTC 2026","broken","Mon Mar 02 17:21:05 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openShadowDom"
"","205","Open Frames","","Mon Mar 02 17:21:06 UTC 2026","broken","Mon Mar 02 17:21:06 UTC 2026","","Chapter 4: Browser-Agnostic Features","tests.seleniumV1.Chapter4BrowserAgnosticFeaturesTests","openFrames"
"","14","Check Dialog Boxes page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.DialogBoxesTests","tests.seleniumV2.DialogBoxesTests","openDialogBoxesTest"
"","8","Check Multilanguage page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.MultilanguageTests","tests.seleniumV2.MultilanguageTests","openMultilanguageTest"
"","15","Check Drag and Drop page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.DragAndDropTests","tests.seleniumV2.DragAndDropTests","openDragAndDropTest"
"","388","Add superhero with null phone and check status code, data","","Mon Mar 02 17:20:53 UTC 2026","passed","Mon Mar 02 17:20:54 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","postSuperheroWithDataCheckTest"
"","5","Check Slow calculator page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.SlowCalculatorTests","tests.seleniumV2.SlowCalculatorTests","openSlowCalculatorTest"
"","397","Try to add superhero with not valid date","","Mon Mar 02 17:20:53 UTC 2026","passed","Mon Mar 02 17:20:53 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","postSuperheroWithNotValidDateTest"
"","13","Check Frames page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.FramesTests","tests.seleniumV2.FramesTests","openFramesTest"
"","203","Open Slow Login page","","Mon Mar 02 17:21:14 UTC 2026","broken","Mon Mar 02 17:21:15 UTC 2026","","Chapter 7: The Page Object Model","tests.seleniumV1.Chapter7PageObjectModelTests","openSlowLoginPage"
"","242","Dropdown-menu","","Mon Mar 02 17:21:02 UTC 2026","broken","Mon Mar 02 17:21:02 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openClickDropDownMenu"
"","214","testWebFormLink()","","Mon Mar 02 17:21:01 UTC 2026","broken","Mon Mar 02 17:21:01 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testWebFormLink"
"","205","TitleLongPage","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV1.Chapter4LongPage","tests.seleniumV1.Chapter4LongPage","titleTest"
"","208","displayCookies()","","Mon Mar 02 17:21:10 UTC 2026","broken","Mon Mar 02 17:21:10 UTC 2026","","tests.seleniumV1.Chapter4Frame","tests.seleniumV1.Chapter4Frame","displayCookies"
"","8","Check Mouse over page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.MouseOverTests","tests.seleniumV2.MouseOverTests","openMouseOverTest"
"","203","FirstApartLoremIpsum","","Mon Mar 02 17:21:13 UTC 2026","broken","Mon Mar 02 17:21:13 UTC 2026","","tests.seleniumV1.Chapter4ShadowDom","tests.seleniumV1.Chapter4ShadowDom","shadowDomFinal"
"","235","testNavigationLink()","","Mon Mar 02 17:21:00 UTC 2026","broken","Mon Mar 02 17:21:00 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testNavigationLink"
"","440","Try to delete superhero with invalid path","","Mon Mar 02 17:20:51 UTC 2026","passed","Mon Mar 02 17:20:51 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","deleteSuperheroWithInvalidPathTest"
"","8","Check Slow login page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.SlowLoginTests","tests.seleniumV2.SlowLoginTests","openSlowLoginTest"
"","205","Infinite scroll","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV1.Chapter4InfiniteScroll","tests.seleniumV1.Chapter4InfiniteScroll","infititeScroll"
"","369","Get all superheroes and check status code","","Mon Mar 02 17:20:54 UTC 2026","passed","Mon Mar 02 17:20:54 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","getAllSuperheroesTest"
"","215","testDropdownMenuLink()","","Mon Mar 02 17:21:00 UTC 2026","broken","Mon Mar 02 17:21:00 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testDropdownMenuLink"
"","208","displayCookies()","","Mon Mar 02 17:21:07 UTC 2026","broken","Mon Mar 02 17:21:08 UTC 2026","","tests.seleniumV1.Chapter4Cookies","tests.seleniumV1.Chapter4Cookies","displayCookies"
"","3164","Try to get all superheroes with invalid path","","Mon Mar 02 17:20:47 UTC 2026","passed","Mon Mar 02 17:20:50 UTC 2026","","tests.API.TestSuperheroes","tests.API.TestSuperheroes","getAllSuperheroesTestWithInvalidPath"
"","204","disabledInput()","","Mon Mar 02 17:21:04 UTC 2026","broken","Mon Mar 02 17:21:04 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","disabledInput"
"","204","TitleDialogBoxes","","Mon Mar 02 17:21:08 UTC 2026","broken","Mon Mar 02 17:21:08 UTC 2026","","tests.seleniumV1.Chapter4DialogBoxes","tests.seleniumV1.Chapter4DialogBoxes","titleTest"
"","856","Должен корректно проверять состояния элементов","","Mon Mar 02 17:21:23 UTC 2026","passed","Mon Mar 02 17:21:24 UTC 2026","","WebFormTests","tests.seleniumV1.SeleniumActionTests","shouldValidateElementStatesCorrectly"
"","203","FirstApartLoremIpsum","","Mon Mar 02 17:21:08 UTC 2026","broken","Mon Mar 02 17:21:09 UTC 2026","","tests.seleniumV1.Chapter4DialogBoxes","tests.seleniumV1.Chapter4DialogBoxes","alertConfirm"
"","202","Open Data Types page","","Mon Mar 02 17:21:15 UTC 2026","broken","Mon Mar 02 17:21:15 UTC 2026","","Chapter 9: Third-Party Integrations","tests.seleniumV1.Chapter9ThirdPartyIntegrationsTests","openDataTypesPage"
"","205","Title2Frame","","Mon Mar 02 17:21:09 UTC 2026","broken","Mon Mar 02 17:21:10 UTC 2026","","tests.seleniumV1.Chapter4Frame","tests.seleniumV1.Chapter4Frame","titleTest2"
"","202","FirstApartLoremIpsum","","Mon Mar 02 17:21:11 UTC 2026","broken","Mon Mar 02 17:21:11 UTC 2026","","tests.seleniumV1.Chapter4InfiniteScroll","tests.seleniumV1.Chapter4InfiniteScroll","firstApartLoremIpsum"
"","3548","testDragAndDropLink()","","Mon Mar 02 17:20:56 UTC 2026","broken","Mon Mar 02 17:21:00 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testDragAndDropLink"
"","202","FirstApartLoremIpsum","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:13 UTC 2026","","tests.seleniumV1.Chapter4LongPage","tests.seleniumV1.Chapter4LongPage","firstApartLoremIpsum"
"","205","Open Get user media page","","Mon Mar 02 17:21:14 UTC 2026","broken","Mon Mar 02 17:21:14 UTC 2026","","Chapter 5: Browser-Specific Manipulation","tests.seleniumV1.Chapter5BrowserSpecificManipulationTests","openGetUserMediaPage"
"","14","Check Console Logs page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.ConsoleLogsTests","tests.seleniumV2.ConsoleLogsTests","openConsoleLogsTest"
"","8","Check Web storage page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.WebStorageTests","tests.seleniumV2.WebStorageTests","openWebStorageTest"
"","206","Slow calculator","","Mon Mar 02 17:21:01 UTC 2026","broken","Mon Mar 02 17:21:01 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openSlowCalculatorPage"
"","22","Check Shadow DOM page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.ShadowDOMTests","tests.seleniumV2.ShadowDOMTests","openShadowDOMTest"
"","204","TitleInfiniteScrollPage","","Mon Mar 02 17:21:10 UTC 2026","broken","Mon Mar 02 17:21:10 UTC 2026","","tests.seleniumV1.Chapter4InfiniteScroll","tests.seleniumV1.Chapter4InfiniteScroll","titleTest"
"","208","Web-form","","Mon Mar 02 17:21:03 UTC 2026","broken","Mon Mar 02 17:21:03 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openClickWebForm"
"","210","FirstApartLoremIpsum","","Mon Mar 02 17:21:09 UTC 2026","broken","Mon Mar 02 17:21:09 UTC 2026","","tests.seleniumV1.Chapter4DialogBoxes","tests.seleniumV1.Chapter4DialogBoxes","alertPromt"
"","208","testMouseOverLink()","","Mon Mar 02 17:21:00 UTC 2026","broken","Mon Mar 02 17:21:00 UTC 2026","","tests.seleniumV1.Chapter3LinksValidationTest","tests.seleniumV1.Chapter3LinksValidationTest","testMouseOverLink"
"","8","Check Long page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.LongPageTests","tests.seleniumV2.LongPageTests","openLongPageTest"
"","211","Loading images","","Mon Mar 02 17:21:01 UTC 2026","broken","Mon Mar 02 17:21:01 UTC 2026","","Chapter 3: WebDriver Fundamentals","tests.seleniumV1.Chapter3WebDriverFundamentalsTests","openLoadingImagesPage"
"","15","Check Draw in canvas page","","Mon Mar 02 17:21:27 UTC 2026","broken","Mon Mar 02 17:21:27 UTC 2026","","tests.seleniumV2.DrawInCanvasTests","tests.seleniumV2.DrawInCanvasTests","openDrawInCanvasTest"
"","205","colorPicker()","","Mon Mar 02 17:21:05 UTC 2026","broken","Mon Mar 02 17:21:05 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","colorPicker"
"","0","PlaywrightTestsV2","","Mon Mar 02 17:20:56 UTC 2026","broken","Mon Mar 02 17:20:56 UTC 2026","","tests.playwrightV2.PlaywrightTestsV2","tests.playwrightV2.PlaywrightTestsV2",""
"","206","textInput()","","Mon Mar 02 17:21:04 UTC 2026","broken","Mon Mar 02 17:21:04 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","textInput"
"","203","Frames","","Mon Mar 02 17:21:10 UTC 2026","broken","Mon Mar 02 17:21:10 UTC 2026","","tests.seleniumV1.Chapter4Frame","tests.seleniumV1.Chapter4Frame","frames"
"","203","FirstApart - P","","Mon Mar 02 17:21:12 UTC 2026","broken","Mon Mar 02 17:21:12 UTC 2026","","tests.seleniumV1.Chapter4LongPage","tests.seleniumV1.Chapter4LongPage","firstApart"
"","206","Open Geolocation page","","Mon Mar 02 17:21:14 UTC 2026","broken","Mon Mar 02 17:21:14 UTC 2026","","Chapter 5: Browser-Specific Manipulation","tests.seleniumV1.Chapter5BrowserSpecificManipulationTests","openGeolocationPage"
"","202","FirstApartLoremIpsum","","Mon Mar 02 17:21:09 UTC 2026","broken","Mon Mar 02 17:21:09 UTC 2026","","tests.seleniumV1.Chapter4DialogBoxes","tests.seleniumV1.Chapter4DialogBoxes","alertModal"
"","1147","Должен обрабатывать ввод с автодополнением из datalist","","Mon Mar 02 17:21:24 UTC 2026","broken","Mon Mar 02 17:21:25 UTC 2026","","WebFormTests","tests.seleniumV1.SeleniumActionTests","shouldHandleDatalistInput"
"","205","dropdownSelect()","","Mon Mar 02 17:21:05 UTC 2026","broken","Mon Mar 02 17:21:05 UTC 2026","","tests.seleniumV1.Chapter4AnywayLocators","tests.seleniumV1.Chapter4AnywayLocators","dropdownSelect"
